排名,单词,频次,出现卷数,音标,释义,同义词,例句(英),例句(中),词库来源
167,goal,67,29,/gəʊl/,n.球门；得分；目的,target / object / destination / cause / aim,Your goal as a parent is to help your child become an independent adult.,身为父母，你的目标就是要培养孩子成为独立的成年人。,CET4_2
168,issue,67,33,/'ɪʃuː/,v.发行； 分发， 发出  n.问题；发行；分发,question / flux / discharge / exhaust / discharge,Silva issued a statement denying all knowledge of the affair.,西尔瓦发表声明，宣称对此事一无所知。,CET6_3
169,medium,67,25,/'miːdiəm/,adj.中等的  n.媒质，媒介物；传导体,mid / intermediary / middle / secondary / moderate,"What size shirt does he wear – small, medium or large?",他穿多大尺码的衬衫——小号、中号还是大号？,CET6_3
170,teach,67,30,/tiːtʃ/,v.教；教授；教导  n.(Teach)人名；(英)蒂奇,wise / enlighten,She taught me fractions and counting.,他教我分数和计算。,GaoZhong_2
171,relationship,66,28,/rɪ'leɪʃ(ə)nʃɪp/,n.关系，联系,connection / correlation / bearing / concern / link,He’s never had a sexual relationship before.,他以前从未与人有过性关系。,CET4_2
172,late,66,35,/leɪt/,adj.去世不久的,recent / current / last / nearest / recently,"Billy Hicks, late of this parish",不久前故去的本教区的比利·希克斯,CET6_2
173,something,66,31,/'sʌmθɪŋ/,pron.某事；某物  n.重要的人；值得重视的事  adv.非常；有点；大约  adj.大约；有点象,extremely / badly / highly / greatly / too,There’s something in my eye.,我眼睛里有什么东西。,GaoZhong_2
174,attention,66,30,/ə'tenʃ(ə)n/,n.注意，留心；注意力,consideration / thought,My attention wasn’t really on the game.,我的注意力其实不在比赛上。,CET4_2
175,however,65,34,/haʊ'evə/,adv.然而；不管怎样,anyway / at all events / whereas / while / nevertheless,"This is a cheap and simple process. However, there are dangers.",这是个花钱少而又简单的方法，不过有危险。,CET4_2
176,call,65,38,/kɔːl/,v.把…叫做；叫，喊,look up / make a visit to / style / name / requirement,"You may call it harmless fun, but I call it pornography.",你可能会说这是无恶意的小玩笑，但是我却认为这是色情。,CET4_2
177,academic,65,25,/ˌækə'demɪk/,adj.学院的；学术的；纯理论的，不切实际的  n.大学教师,theoretical / collegial / undergraduate / don / scholar,He possessed no academic qualifications.,他没有学历。,CET6_3
178,spend,64,28,/spend/,v.度过，消磨（时光）；花费；浪费；用尽  n.预算,invested / lose / cost / last / peter,I can’t afford to spend any more money this week.,这星期我没有能力花更多的钱了。,KaoYan_2
179,low,64,31,/ləʊ/,adj.低的，矮的；低下的,flat / shallow / sotto voce / shamefacedly / keen price,Their safety standards seem to be pretty low.,他们的安全标准似乎相当低。,CET4_2
180,carefully,64,52,/'keəfəlɪ/,adv.小心地,discreetly / shyly,He folded the sheets up carefully.,他把床单仔细地叠好。,Level8_2
181,recent,64,36,/'riːs(ə)nt/,adj.新近的，最近的,latest / modern / current / nearest / last,Irving’s most recent book,欧文最新的书,CET4_2
182,result,64,33,/rɪ'zʌlt/,vi.发生； 结果  n.结果；成果；比分,outcome / product / event / consequence / grade,How would you cope with unemployment and the resulting loss of income?,你会如何应付失业及由此造成的收入损失？,CET4_3
183,language,64,21,/'læŋgwɪdʒ/,n.语言，语言课程,tongue / parole,How many languages do you speak?,你能说几种语言？,CET4_2
184,market,63,30,/'mɑːkɪt/,v.推销,exchanges / store / shop / outlet / plaza,If you could ever figure out how to market this you’d make a fortune.,如果能想出办法来推销这个东西，你就发财了。,CET6_2
185,view,63,36,/vju:/,v.看待,observation / opinion / scenery / scope / comment,an opportunity to view the film before it goes on general release,在影片公映之前观影的机会,CET6_1
186,offer,63,35,/'ɒfə/,v.出现,afford / undertake / try / tender / lend,I’ll raise the subject when a suitable occasion offers itself.,等有合适的机会，我会把这件事提出来的。,CET6_2
187,meet,63,34,/miːt/,v.遇见  v.相遇,fulfill / fill / front / come in contact with / to be in touch with,You’ll never guess who I met in town.,你绝对猜不出我在镇上碰到谁了。,CET4_2
188,early,63,31,/'ɜːlɪ/,adv.早  adj.早的，早期的,precocious / inchoate / before one's time,We arrived early.,我们提早到了。,CET4_2
189,farm,63,15,/fɑːm/,n.农场，农庄；饲养场,follow the plough / grange / steading / till / plant crops,a 300-hectare farm,一座300公顷的农场,CET4_2
190,translate,63,59,/træns'leɪt; trɑːns-; -nz-/,v.翻译；转化；解释；转变为；调动,remove / expound / interpret,Poetry doesn’t usually translate well.,诗歌通常都译不好。,KaoYan_2
191,possible,63,34,/'pɒsɪb(ə)l/,adj.可能的；可能存在的,reasonable / feasible / applicable / logical / rational,Is it possible toget tickets for the game?,有没有可能弄到比赛的门票？,CET4_2
192,lot,63,35,/lɒt/,n.许多，大量；签，阄,fate / destiny / fortune / portion / crowd,We’ve spent a lot on the children’s education.,我们在孩子的教育上花费甚多。,CET4_2
193,person,63,31,/'pɜːs(ə)n/,n.人；人身；本人,body / feature / creature / human being / garment,"He was a very nice person, always pleasant and friendly.",他是个很好的人，始终彬彬有礼。,CET4_2
194,sense,62,31,/sens/,"n.感官;感觉;判断力;意义  v.觉得,意识到",concept / consciousness / perception / feel / mind,"Cats have a very acute sense of hearing (= very good, so that they can hear even the smallest sound ) .",猫的听觉非常敏锐。,KaoYan_1
195,right,62,27,/raɪt/,adj.正确的；直接的；右方的  v.复正；恢复平稳  n.正确；右边；正义  adv.正确地；恰当地；彻底地,immediate / true / direct / correct / just,"Yes, that’s the right answer .",对，回答正确。,GaoZhong_2
196,money,62,28,/'mʌnɪ/,n.货币；金钱，财富,currency / wealth / treasure / fortune / QIAN,Don’t spend all your money on the first day of your holiday!,别在度假的第一天就把钱都花完了！,CET4_2
197,rather,61,35,/'rɑːðə/,adv.宁可，宁愿；相当,soon / first / lot / bit / preferably,I grew up in rather unusual circumstances.,我在相当不寻常的环境中长大。,CET4_2
198,among,61,37,/ə'mʌŋ/,prep.在…之中,in the middle of / in the midst of,The girl quickly disappeared among the crowd.,女孩转眼消失在人群中。,CET4_2
199,society,61,30,/sə'saɪətɪ/,n.社会；交往；社团；社交界,relations / corporation / association / league / club,technology and its effects on modern society,科技及其对现代社会的影响,GaoZhong_2
200,put,61,34,/pʊt/,v.放，摆；使处于,set / establish / voice / gift / station,He put the coffee on the table.,他把咖啡放在桌上。,CET4_2
201,industry,61,29,/'ɪndəstrɪ/,n.工业，产业；勤劳,domain / manufacturing,I work in the oil industry.,我在石油行业工作。,CET4_2
202,personal,61,36,/'pɜːs(ə)n(ə)l/,adj.个人的；本人的,individual / subjective / physical,My personal view is that we shouldn’t offer him the job.,我个人认为我们不该给他这份工作。,CET4_2
203,last,60,34,/lɑːst/,adj.最后的  adv.最后,foot / tail-end / recent / finishing / latest,Much has changed since my last visit.,自我上次来访后，变化很大。,CET4_2
204,natural,60,26,/'nætʃ(ə)r(ə)l/,adj.自然界的；天然的,material / physical / born / spontaneous / idiot,the study of the natural world,对自然界的研究,CET4_2
205,care,60,28,/keə/,v.关心，介意  n.小心,disturbance / worries / tend / attend / think of,She felt that nobody cared.,她觉得没有人在乎。,CET4_2
206,little,60,33,/'lɪt(ə)l/,adj.小的；少；幼小的,tiny / few / small / brief / passing,a little house,小屋,CET4_2
207,price,60,16,/praɪs/,n.价格，价钱；代价,importance / value / expense / rate / figure,They may pay a high price for their few years of glory.,为了短短几年的辉煌，他们也许要付出高昂的代价。,CET4_2
208,value,60,32,/'væljuː/,v.尊重，重视；估价,importance / significance / price / stress / weight,Shelley valued her privacy.,谢利很重视自己的隐私。,CET6_2
209,happen,59,33,/'hæp(ə)n/,v.发生；碰巧，恰好,occur / proceed / chance,When did the accident happen?,事故什么时候发生的？,CET4_2
210,small,59,33,/smɔːl/,adj.少的，小的；微弱的；几乎没有的；不重要的；幼小的  adv.小小地；卑鄙地  n.小件物品；矮小的人,little / few / thin / chicken / baby,a small piece of paper,一小片纸,GaoZhong_2
211,community,59,27,/kə'mjuːnəti/,n.社区， 社会， 公社； 团体， 界； 群落,village / organization / body / group,The new arts centre will serve the whole community.,这座新的艺术中心将为整个社区服务。,CET6_3
212,list,59,50,/lɪst/,n.表，目录  n.列举,statement / directory / bill / content,High on the list of public demands is to end military control of broadcasting.,高居公众要求事项前列的是结束对广播的军事控制。,CET4_2
213,seem,59,34,/siːm/,v.似乎；像是；装作  n.(Seem)人名；(英)西姆,appear to,Ann didn’t seem very sure.,安看来并不十分肯定。,GaoZhong_2
214,program,59,25,/'prəʊɡræm/,v.计划，安排,procedure / routine / plan / scheme / project,,,CET6_1
215,fact,59,32,/fækt/,n.事实；实际，实情,truth / reality / actuality,Our decision to build the museum in Hartlepool was influenced by the fact that there were no national museums in the North East.,我们之所以决定在哈特尔浦建造博物馆，是因为东北地区没有国家级的博物馆。,CET4_2
216,tend,59,31,/tend/,v.照管，照料，护理,trend / affect / attend / attend / mind,Sofia was in the bedroom tending to her son.,索菲娅在卧室里照料她的儿子。,CET4_2
217,design,58,29,/dɪ'zaɪn/,vt.设计；预定，指定  n.设计， 构想； 图样； 企图,project / engineer / style / schedule / frame,The tower was designed by Gilbert Scott.,这座塔楼是吉尔伯特·斯科特设计的。,CET6_3
218,environmental,58,21,/ɪnvaɪrən'ment(ə)l; en-/,adj.环境的，环境产生的,surrounding / ambient,the environmental damage caused by the chemical industry,化学工业对环境造成的破坏,CET6_2
219,every,58,34,/'evrɪ/,adj.每一的；每隔…的,,His every utterance will be scrutinized.,他说的每句话都会被细查。,CET4_2
220,individual,58,32,/ɪndɪ'vɪdjʊ(ə)l/,adj.特殊的,personal / different / subjective / distinct / unique,a tennis player with a highly individual style,风格非常独特的网球选手,CET6_2
221,scientific,58,25,/saɪən'tɪfɪk/,adj.科学(上)的,systematic,We believe in investing in scientific research.,我们相信科学研究的投资价值。,CET4_2
222,big,57,33,/bɪg/,adj.大的，巨大的,larger / crucial / important / considerable / material,a big house,大房子,CET4_2
223,rise,57,30,/raɪz/,v.上升；增强；起立；高耸  n.上升；高地；增加；出现,raise / arise / tower / go up / climb,The police seem unable to cope with the rising tide of (= large increase in ) car crime.,面对日益增多的汽车罪案，警方似乎无能为力。,KaoYan_2
224,yet,57,33,/jet/,adv.还；但是；已经  conj.但是；然而  n.(Yet)人名；(东南亚国家华语)一,already / too / even / but / granted,"‘When’s your holiday?’ ‘Oh, not for ages yet.’",“你什么时候去休假？”“噢，不知何年何月呢。”,GaoZhong_2
225,back,56,32,/bæk/,adv.在后；回原处；回,rear / dorsum / encourage / second / carry,I’ll be back in a minute.,我马上回来。,CET4_2
226,bring,56,31,/brɪŋ/,v.带来；引出；促使,attract / produce / force / cause / operate,The discovery of gold brought thousands of people to the Transvaal.,黄金的发现把成千上万的人引到了德兰士瓦。,CET4_2
227,online,56,20,/ˌɒn'laɪn/,adj.在线的； 联机的， 联网的,,All the city’s schools will be online by the end of the year.,到年底，市里的所有学校都会连接因特网。,ChuZhong_3
228,process,56,36,/'prəus3s/,n.过程；制作方法；程序  vt.加工， 办理,manufacture / cope with / going on / course / system,the Israeli-Egyptian peace process,以－埃和平进程,CET6_3
229,challenge,56,28,/'tʃælɪn(d)ʒ/,n.艰巨任务,dare / doubt,The role will be the biggest challenge of his acting career.,扮演这个角色将是他演艺生涯中最大的挑战。,CET6_2
230,book,56,26,/bʊk/,n.书，书籍  v.预定,volume / roll / register / make reservation,I’ve just started reading a book by Graham Greene.,我刚开始看格雷厄姆·格林写的一本书。,CET4_2
